Abstractor #1,Row,Cal (rank 1 worst-10 best),GG vibes ranking,Kanny vibes ranking,Avery vibes ranking,vibes,Movie,Name,Year,Comp,PP,DD,MM,FF,Ch,Nom,Pic,Dir,Aml,Afl,Ams,Afs,Scr,Cin,Art,Cos,Sco,Son,Edi,Sou,For,Anf,Eff,Mak,Dan,AD,PrNl,PrWl,PrNs,PrWs,PrN,PrW,Gdr,Gmc,Gd,Gm1,Gm2,Gf1,Gf2,PGA,DGA,SAM,SAF,SAE,PN,PD,DN,DP,DPrN,DPrW,MN,MP,MPrN,MPrW,FN,FP,FPrN,FPrW,Age,Action,Adventure,Animation,Biography,Comedy,Crime,Docu,Drama,Family,Fantasy,Film-noir,History,Horror,Music,Musical,Mystery,Romance,SciFi,Sport,Thriller,War,Western,Length,Days,G,PG,PG13,PGPG13,R,U,Ebert,NYFCC,LAFCA,NSFC,NBR,WR,
Andrea,-166,,,,,,Elvis,Austin Butler,2022,362,0,0,1,0,2,8,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,31,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,159,261,0,0,1,0,0,0,1.5,1,0,0,0,7.3,
Andrea,-148,,,,,,Elvis,Elvis,2022,359,1,0,0,0,2,8,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,159,261,0,0,1,0,0,0,1.5,0,0,0,0,7.3,
Andrea,-162,,,,,,Everything Everywhere All at Once,Michelle Yeoh,2022,361,0,0,0,1,1,11,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,11,1,0,0,59,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,139,338,0,0,0,0,1,0,3.5,0,0,0,1,7.8,
Andrea,-157,,,,,,Everything Everywhere All at Once,Daniel Kwan & Daniel Schienert,2022,360,0,1,0,0,1,11,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,11,1,0,0,0,0,0,0,0,0,0,0,33.5,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,139,338,0,0,0,0,1,0,3.5,0,0,0,0,7.8,
Andrea,-152,,,,,,Everything Everywhere All at Once,Everything Everywhere All at Once,2022,359,1,0,0,0,1,11,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,139,338,0,0,0,0,1,0,3.5,0,1,0,0,7.8,
Andrea,-164,,,,,,Aftersun,Paul Mescal,2022,362,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,114,0,0,0,0,1,0,4,0,0,0,0,7.6,
Qicheng,-163,,,,,,Living,Bill Nighy,2022,362,0,0,1,0,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,415,0,0,1,0,0,0,3,0,1,0,1,7.2,
Qicheng,-161,,,,,,Tar,Cate Blanchett,2022,361,0,0,0,1,2,6,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,7,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,4,1,55,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,158,192,0,0,0,0,1,0,4,1,1,1,0,7.4,
Qicheng,-154,,,,,,Tar,Todd Field,2022,360,0,1,0,0,2,6,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,7,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,7,2,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,158,192,0,0,0,0,1,0,4,1,1,1,0,7.4,
Qicheng,-146,,,,,,Tar,Tar,2022,359,1,0,0,0,2,6,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,7,2,0,0,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,158,192,0,0,0,0,1,0,4,0,1,0,0,7.4,
Wanjin,-165,,,,,,The Banshees of Inisherin,Colin Farrell,2022,362,0,0,1,0,2,9,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,4,1,8,2,16,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,4,1,0,0,0,0,46,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,189,0,0,0,0,1,0,4,2,2,2,2,7.7,
Wanjin,-156,,,,,,The Banshees of Inisherin,Martin McDonach,2022,360,0,1,0,0,2,9,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,4,1,8,2,16,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9,1,16,3,0,0,0,0,0,0,0,0,52,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,189,0,0,0,0,1,0,4,2,2,2,2,7.7,
Wanjin,-149,,,,,,The Banshees of Inisherin,The Banshees of Inisherin,2022,359,1,0,0,0,2,9,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,4,1,8,2,16,3,0,1,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,189,0,0,0,0,1,0,4,2,2,2,2,7.7,
Wanjin,-158,,,,,,The Fabelmans,Michelle Williams,2022,361,0,0,0,1,2,7,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,121,0,0,1,0,0,0,4,2,1,2,1,7.5,
Wanjin,-155,,,,,,The Fabelmans,Steven Spielberg,2022,360,0,1,0,0,2,7,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,1,8,2,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,121,0,0,1,0,0,0,4,2,1,2,1,7.5,
Wanjin,-147,,,,,,The Fabelmans,The Fabelmans,2022,359,1,0,0,0,2,7,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8,2,0,0,1,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,121,0,0,1,0,0,0,4,2,1,2,1,7.5,
Xianglin,-167,,,,,,The Whale,Brendan Fraser,2022,362,0,0,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,54,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,815,0,0,0,0,1,0,1.5,1,0,0,1,7.6,
Xianglin,-159,,,,,,To Leslie,Andrea Riseborough,2022,361,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,1087,0,0,0,0,1,0,3.5,0,0,0,1,7.1,
Melina,-145,,,,,,Top Gun: Maverick,Top Gun: Maverick,2022,359,1,0,0,0,2,6,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,289,0,0,1,0,0,0,4,0,0,0,1,8.2,
Melina,-153,,,,,,Triangle of Sadness,Ruben Ostlund,2022,360,0,1,0,0,2,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,48,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,175,0,0,0,0,1,0,3,0,0,0,0,7.3,
Melina,-144,,,,,,Triangle of Sadness,Triangle of Sadness,2022,359,1,0,0,0,2,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,175,0,0,0,0,1,0,3,0,0,0,0,7.3,
Mincen,-143,,,,,,Women Talking,Women Talking,2022,359,1,0,0,0,2,2,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,765,0,0,1,0,0,0,3,0,0,0,1,6.9,
,-142,,,,,,King Richard,King Richard,2021,355,1,0,0,0,2,6,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,144,127,0,0,1,0,0,0,3,0,0,0,2,7.5,
,-141,,,,,,Belfast,Belfast,2021,355,1,0,0,0,2,7,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,98,135,0,0,1,0,0,0,3,0,0,0,0,7.3,
,-140,,,,,,Drive My Car,Drive My Car,2021,355,1,0,0,0,2,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,124,NA,NA,NA,NA,0,NA,4,1,1,1,0,7.7,
,-139,,,,,,The Power of the Dog,The Power of the Dog,2021,355,1,0,0,0,2,12,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,126,117,0,0,0,0,1,0,4,0,0,0,0,6.9,
,-138,,,,,,Coda,Coda,2021,355,1,0,0,0,1,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,111,227,0,0,1,0,0,0,3.5,0,0,0,0,8,
,-137,,,,,,Don't Look Up,Don't Look Up,2021,355,1,0,0,0,2,4,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,138,94,0,0,0,0,1,0,1.5,0,0,0,0,7.2,
,-136,,,,,,Dune,Dune,2021,355,1,0,0,0,2,10,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,156,156,0,0,1,0,0,0,3.5,0,0,0,0,8.1,
,-135,,,,,,Licorice Pizza,Licorice Pizza,2021,355,1,0,0,0,2,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,133,92,0,0,0,0,1,0,4,0,0,0,1,7.4,
,-134,,,,,,Nightmare Alley,Nightmare Alley,2021,355,1,0,0,0,2,4,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,150,100,0,0,0,0,1,0,4,0,0,0,0,7.1,
,-133,,,,,,West Side Story,West Side Story,2021,355,1,0,0,0,2,7,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,156,105,0,0,1,0,0,0,3.5,0,0,0,0,7.4,
,-132,,,,,,Belfast,Kenneth Branagh,2021,356,0,1,0,0,2,7,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,61,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,98,135,0,0,1,0,0,0,3,0,0,0,0,7.3,
,-131,,,,,,Drive my Car,Rysuke Hamaguchi,2021,356,0,1,0,0,2,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,124,NA,NA,NA,NA,0,NA,4,0,0,1,0,7.7,
,-130,,,,,,The Power of the Dog,Jane Campion,2021,356,0,1,0,0,1,12,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,12,1,1,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,126,117,0,0,0,0,1,0,4,1,1,0,0,6.9,
,-129,,,,,,Licorice Pizza,Paul Thomas Anderson,2021,356,0,1,0,0,2,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,51,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,133,92,0,0,0,0,1,0,4,0,0,0,1,7.4,
,-128,,,,,,West Side Story,Steven Spielberg,2021,356,0,1,0,0,2,7,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7,1,14,2,0,0,0,0,0,0,0,0,75,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,156,105,0,0,1,0,0,0,3.5,0,0,0,0,7.4,
,-127,,,,,,King Richard,Will Smith,2021,358,0,0,1,0,1,6,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,2,0,0,0,0,0,53,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,144,127,0,0,1,0,0,0,3,0,0,0,2,7.5,
,-126,,,,,,The Tragedy of Macbeth,Denzel Washington,2021,358,0,0,1,0,2,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,1,2,1,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,1,0,0,0,0,67,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,105,71,0,0,0,0,1,0,3.5,0,0,0,2,7.2,
,-125,,,,,,Being the Ricardos,Javier Bardem,2021,358,0,0,1,0,2,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,0,53,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,131,96,0,0,0,0,1,0,3,0,0,0,0,6.6,
,-124,,,,,,The Power of the Dog,Benedict Cumberbatch,2021,358,0,0,1,0,2,12,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,1,1,0,0,0,0,0,45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,126,117,0,0,0,0,1,0,4,1,0,0,0,6.9,
,-123,,,,,,"tick, tick... BOOM!",Andrew Garfield,2021,358,0,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,38,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,115,127,0,0,1,0,0,0,3.5,0,0,0,0,7.5,
,-122,,,,,,The Eyes of Tammy Faye,Jessica Chastain,2021,357,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,NA,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,126,192,0,0,1,0,0,0,2,0,0,0,0,6.7,
,-121,,,,,,The Lost Daughter,Olivia Colman,2021,357,0,0,0,1,2,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,86,0,0,0,0,1,0,4,0,0,1,0,6.7,
,-120,,,,,,Parallel Mothers,Penelope Cruz,2021,357,0,0,0,1,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,170,0,0,0,0,1,0,3.5,0,1,1,0,7.1,
,-119,,,,,,Being the Ricardos,Nicole Kidman,2021,357,0,0,0,1,2,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,1,54,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,131,96,0,0,0,0,1,0,3,0,0,0,0,6.6,
,-118,,,,,,Spencer,Kristen Stewart,2021,357,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,142,0,0,0,0,1,0,3,0,0,0,0,6.7,
,-117,,,,,,The Father,The Father,2020,354,1,0,0,0,2,6,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,454,0,0,1,0,0,0,3.5,0,0,0,0,8.3,
,-116,,,,,,Judas and the Black Messiah,Judas and the Black Messiah,2020,354,1,0,0,0,2,6,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,126,72,0,0,0,0,1,0,3,0,0,0,1,7.6,
,-115,,,,,,Mank,Mank,2020,354,1,0,0,0,2,10,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,1,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,131,164,0,0,0,0,1,0,3,0,0,0,0,7,
,-114,,,,,,Minari,Minari,2020,354,1,0,0,0,2,6,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,6,1,0,0,6,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,73,0,0,1,0,0,0,3.5,1,0,0,0,7.6,
,-113,,,,,,Nomadland,Nomadland,2020,354,1,0,0,0,1,6,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,65,0,0,0,0,1,0,4,0,0,1,0,7.5,
,-112,,,,,,Promising Young Woman,Promising Young Woman,2020,354,1,0,0,0,2,5,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,112,126,0,0,0,0,1,0,3,0,0,0,0,7.5,
,-111,,,,,,Sound of Metal,Sound of Metal,2020,354,1,0,0,0,2,6,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,120,157,0,0,0,0,1,0,3.5,0,0,0,0,7.8,
,-110,,,,,,The Trial of the Chicago 7,The Trial of the Chicago 7,2020,354,1,0,0,0,2,6,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,130,212,0,0,0,0,1,0,3,0,0,0,0,7.8,
,-109,,,,,,Another Round,Thomas Vinterberg,2020,353,0,1,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,128,0,0,0,0,0,1,3,0,0,0,0,7.8,
,-108,,,,,,Mank,David Fincher,2020,353,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,0,0,0,0,0,0,58,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,131,164,0,0,0,0,1,0,3,0,0,0,0,7,
,-107,,,,,,Minari,Lee Isaac Chung,2020,353,0,1,0,0,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,2,1,0,0,0,0,0,0,42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,73,0,0,1,0,0,0,3.5,0,0,0,0,7.6,
,-106,,,,,,Nomadland,Chloe Zhao,2020,353,0,1,0,0,1,6,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,65,0,0,0,0,1,0,4,1,1,1,0,7.5,
